id,internal_order_number,online_order_number,store_name,full_channel_user_id,shipping_date,payment_date,payable_amount,paid_amount,status,consignee,spu,order_time,province,city,platform,sub_order_number,online_sub_order_number,original_online_order_number,sku,quantity,unit_price,product_name,color_and_spec,product_amount,original_price,is_gift,sub_order_status,refund_status,registered_quantity,actual_refund_quantity,brand
4540,ORD-31755066,ONL-9850824006,京东自营店,USER-37178,2024-10-03 11:25:00,2024-09-30 11:25:00,5523.02,5523.02,已完成,魏海燕,SPU-H&-衬衫,2024-09-29 20:25:00,江苏省,常州市,京东,SUB-31755066-645,SONL-9850824006-492,ONL-9850824006,HM-9996,4,1297.56,H&M 衬衫 (紫色/M),紫色/M,5190.24,5523.02,否,已完成,已退款,4,4,H&M
4541,ORD-83758089,ONL-6001879099,抖音直播间,USER-97969,2024-09-16 15:39:00,2024-09-15 15:39:00,7270.54,7270.54,已发货,史秀梅,SPU-以纯-T恤,2024-09-14 19:39:00,四川省,宜宾市,拼多多,SUB-83758089-947,SONL-6001879099-209,ONL-6001879099,AN-5828,4,1417.13,以纯 T恤 (黑色/XXXL),黑色/XXXL,5668.52,7270.54,否,已发货,待审核,4,0,以纯
4542,ORD-39631301,ONL-9361676713,天猫旗舰店,USER-97542,2024-09-10 09:34:00,2024-09-07 09:34:00,6030.14,6030.14,已完成,林健,SPU-优衣-卫衣,2024-09-06 18:34:00,湖北省,荆州市,天猫,SUB-39631301-983,SONL-9361676713-873,ONL-9361676713,NK-1396,3,1673.49,优衣库 卫衣 (红色/XXL),红色/XXL,5020.47,6030.14,是,已完成,已退款,3,3,优衣库
4543,ORD-49274202,ONL-7781106811,抖音直播间,USER-11140,2024-02-21 05:44:00,2024-02-19 05:44:00,1850.11,1850.11,待发货,郭玉梅,SPU-安踏-衬衫,2024-02-18 21:44:00,江苏省,南京市,线下,SUB-49274202-459,SONL-7781106811-312,ONL-7781106811,YC-1689,1,1539.54,安踏 衬衫 (黄色/XXXL),黄色/XXXL,1539.54,1850.11,否,待发货,已退款,1,1,安踏
4544,ORD-56619462,ONL-1835876482,抖音直播间,USER-73644,2024-06-19 00:05:00,2024-06-16 00:05:00,8805.18,8805.18,待发货,姜俊,SPU-耐克-卫衣,2024-06-15 13:05:00,广东省,佛山市,抖音电商,SUB-56619462-843,SONL-1835876482-351,ONL-1835876482,AD-3452,5,1116.26,耐克 卫衣 (灰色/XXXL),灰色/XXXL,5581.3,8805.18,否,待发货,待审核,5,0,耐克
4545,ORD-55129481,ONL-5669536071,京东自营店,USER-76386,2024-08-26 11:07:00,2024-08-25 11:07:00,4514.82,4514.82,已取消,庄洋,SPU-以纯-卫衣,2024-08-25 08:07:00,四川省,成都市,拼多多,SUB-55129481-518,SONL-5669536071-514,ONL-5669536071,NK-4355,4,1004.89,以纯 卫衣 (黑色/XXL),黑色/XXL,4019.56,4514.82,否,已取消,无退款,4,0,以纯
4546,ORD-84079483,ONL-8615628701,线下直营店,USER-31461,2024-10-15 22:44:00,2024-10-12 22:44:00,1351.86,1351.86,已取消,艾秀云,SPU-以纯-衬衫,2024-10-12 13:44:00,山东省,潍坊市,线下,SUB-84079483-155,SONL-8615628701-186,ONL-8615628701,SM-4097,1,1254.54,以纯 衬衫 (粉色/XXXL),粉色/XXXL,1254.54,1351.86,否,已取消,待审核,1,0,以纯
4547,ORD-55702162,ONL-3828950100,抖音直播间,USER-52462,2024-12-02 22:51:00,2024-12-01 22:51:00,5486.93,5486.93,已取消,邹建平,SPU-阿迪-卫衣,2024-12-01 21:51:00,湖北省,襄阳市,京东,SUB-55702162-182,SONL-3828950100-559,ONL-3828950100,LN-5005,2,2291.0,阿迪达斯 卫衣 (紫色/S),紫色/S,4582.0,5486.93,否,已取消,退款失败,2,0,阿迪达斯
4548,ORD-37183022,ONL-1906869660,拼多多专卖店,USER-28696,2024-04-22 05:21:00,2024-04-21 05:21:00,5804.12,5804.12,待发货,苗雪,SPU-阿迪-衬衫,2024-04-20 14:21:00,四川省,德阳市,线下,SUB-37183022-256,SONL-1906869660-938,ONL-1906869660,HM-4167,2,2408.97,阿迪达斯 衬衫 (灰色/L),灰色/L,4817.94,5804.12,否,待发货,已退款,2,2,阿迪达斯
4549,ORD-52085444,ONL-9207051774,唯品会特卖店,USER-50635,2024-04-30 23:17:00,2024-04-28 23:17:00,1640.33,1640.33,已完成,王磊,SPU-耐克-衬衫,2024-04-28 19:17:00,山东省,潍坊市,拼多多,SUB-52085444-358,SONL-9207051774-684,ONL-9207051774,ZR-7689,2,682.8,耐克 衬衫 (卡其色/M),卡其色/M,1365.6,1640.33,否,已完成,已退款,2,2,耐克
4550,ORD-93645991,ONL-1363779462,线下直营店,USER-87969,2024-09-26 02:56:00,2024-09-23 02:56:00,4209.23,4209.23,已取消,桂淑兰,SPU-美特-风衣,2024-09-22 11:56:00,广东省,东莞市,抖音电商,SUB-93645991-406,SONL-1363779462-194,ONL-1363779462,ZR-8547,2,1625.83,美特斯邦威 风衣 (灰色/XL),灰色/XL,3251.66,4209.23,否,已取消,无退款,2,0,美特斯邦威
4551,ORD-86649627,ONL-9217961009,抖音直播间,USER-88768,2024-12-11 17:33:00,2024-12-08 17:33:00,3426.19,2933.66,已取消,林燕,SPU-安踏-T恤,2024-12-08 08:33:00,广东省,东莞市,京东,SUB-86649627-235,SONL-9217961009-730,ONL-9217961009,ZR-5289,3,932.98,安踏 T恤 (黑色/S),黑色/S,2798.94,3426.19,否,已取消,无退款,3,0,安踏
4552,ORD-88112579,ONL-3925472794,拼多多专卖店,USER-10627,2024-08-21 15:06:00,2024-08-18 15:06:00,1435.41,1435.41,已取消,何丽娟,SPU-安踏-T恤,2024-08-17 18:06:00,广东省,深圳市,唯品会,SUB-88112579-503,SONL-3925472794-746,ONL-3925472794,UN-9986,2,619.07,安踏 T恤 (黄色/XL),黄色/XL,1238.14,1435.41,否,已取消,已退款,2,2,安踏
4553,ORD-74359901,ONL-5133901600,唯品会特卖店,USER-23020,2024-09-16 17:34:00,2024-09-15 17:34:00,1234.31,699.97,已取消,庞秀华,SPU-李宁-衬衫,2024-09-15 09:34:00,湖北省,荆州市,拼多多,SUB-74359901-492,SONL-5133901600-511,ONL-5133901600,UN-6516,1,1019.62,李宁 衬衫 (灰色/均码),灰色/均码,1019.62,1234.31,否,已取消,退款失败,1,0,李宁
4554,ORD-92691723,ONL-3174508800,拼多多专卖店,USER-47953,2024-10-16 20:59:00,2024-10-13 20:59:00,11478.26,11478.26,已完成,吕宇,SPU-阿迪-毛衣,2024-10-12 20:59:00,上海市,上海市,京东,SUB-92691723-524,SONL-3174508800-684,ONL-3174508800,LN-2994,5,2086.33,阿迪达斯 毛衣 (粉色/XXXL),粉色/XXXL,10431.65,11478.26,是,已完成,退款失败,5,0,阿迪达斯
4555,ORD-44200810,ONL-1800671164,唯品会特卖店,USER-90912,2024-10-06 17:57:00,2024-10-04 17:57:00,5535.4,5535.4,已发货,鞠玉华,SPU-H&-风衣,2024-10-03 20:57:00,广东省,广州市,唯品会,SUB-44200810-721,SONL-1800671164-343,ONL-1800671164,LN-3406,5,994.5,H&M 风衣 (绿色/均码),绿色/均码,4972.5,5535.4,否,已发货,退款失败,5,0,H&M
4556,ORD-74354095,ONL-8968715070,抖音直播间,USER-42889,2024-10-03 21:18:00,2024-09-30 21:18:00,1368.99,704.54,退款中,陈静,SPU-李宁-T恤,2024-09-29 22:18:00,四川省,宜宾市,天猫,SUB-74354095-116,SONL-8968715070-810,ONL-8968715070,MT-1829,1,1104.99,李宁 T恤 (绿色/S),绿色/S,1104.99,1368.99,否,退款中,待审核,1,0,李宁
4557,ORD-81389694,ONL-4691393975,抖音直播间,USER-68924,2024-07-16 01:55:00,2024-07-14 01:55:00,8862.03,8862.03,已取消,吴玉梅,SPU-李宁-衬衫,2024-07-13 07:55:00,江苏省,苏州市,天猫,SUB-81389694-537,SONL-4691393975-853,ONL-4691393975,LN-4882,5,1658.57,李宁 衬衫 (黑色/M),黑色/M,8292.85,8862.03,否,已取消,已退款,5,5,李宁
4558,ORD-38672461,ONL-7026772133,拼多多专卖店,USER-56485,2024-06-17 22:40:00,2024-06-15 22:40:00,3192.24,3192.24,待发货,王彬,SPU-李宁-T恤,2024-06-15 02:40:00,广东省,佛山市,京东,SUB-38672461-793,SONL-7026772133-686,ONL-7026772133,YC-2902,1,1916.55,李宁 T恤 (蓝色/XXXL),蓝色/XXXL,1916.55,3192.24,否,待发货,退款失败,1,0,李宁
4559,ORD-16515735,ONL-4069244461,拼多多专卖店,USER-97022,2024-01-29 17:31:00,2024-01-27 17:31:00,133.37,133.37,已发货,翟帆,SPU-H&-卫衣,2024-01-26 23:31:00,四川省,宜宾市,拼多多,SUB-16515735-252,SONL-4069244461-237,ONL-4069244461,HM-2157,1,115.11,H&M 卫衣 (卡其色/M),卡其色/M,115.11,133.37,否,已发货,无退款,1,0,H&M
4560,ORD-66248247,ONL-3979463586,线下直营店,USER-31777,2024-12-23 03:21:00,2024-12-22 03:21:00,9430.76,9430.76,已取消,萧凯,SPU-耐克-T恤,2024-12-21 20:21:00,北京市,北京市,京东,SUB-66248247-363,SONL-3979463586-960,ONL-3979463586,YC-6747,3,2738.55,耐克 T恤 (粉色/XXXL),粉色/XXXL,8215.65,9430.76,否,已取消,待审核,3,0,耐克
4561,ORD-78352004,ONL-8797838471,拼多多专卖店,USER-99352,2024-09-26 02:19:00,2024-09-25 02:19:00,3303.34,3303.34,已取消,吴彬,SPU-耐克-T恤,2024-09-24 07:19:00,北京市,北京市,京东,SUB-78352004-612,SONL-8797838471-850,ONL-8797838471,AN-9289,1,2636.74,耐克 T恤 (黄色/XXXL),黄色/XXXL,2636.74,3303.34,否,已取消,无退款,1,0,耐克
4562,ORD-66508740,ONL-4350214210,线下直营店,USER-75546,2025-01-01 19:26:00,2024-12-30 19:26:00,3771.92,3771.92,已发货,阎云,SPU-耐克-外套,2024-12-29 19:26:00,江苏省,南京市,天猫,SUB-66508740-845,SONL-4350214210-500,ONL-4350214210,LN-5175,2,1552.64,耐克 外套 (黄色/L),黄色/L,3105.28,3771.92,否,已发货,退款失败,2,0,耐克
4563,ORD-34836126,ONL-2781098403,拼多多专卖店,USER-63177,2024-12-04 06:45:00,2024-12-02 06:45:00,8174.73,8174.73,已发货,蔡建军,SPU-以纯-衬衫,2024-12-01 09:45:00,湖南省,衡阳市,线下,SUB-34836126-309,SONL-2781098403-157,ONL-2781098403,MT-1048,4,1642.36,以纯 衬衫 (黄色/S),黄色/S,6569.44,8174.73,否,已发货,已退款,4,4,以纯
4564,ORD-42886632,ONL-4176156344,唯品会特卖店,USER-20398,2024-08-25 21:08:00,2024-08-22 21:08:00,3554.75,3554.75,待发货,周瑞,SPU-李宁-卫衣,2024-08-22 20:08:00,北京市,北京市,抖音电商,SUB-42886632-481,SONL-4176156344-447,ONL-4176156344,UN-9774,4,778.42,李宁 卫衣 (蓝色/S),蓝色/S,3113.68,3554.75,否,待发货,已退款,4,4,李宁
4565,ORD-40314809,ONL-8238536997,拼多多专卖店,USER-77844,2024-03-31 06:17:00,2024-03-30 06:17:00,463.83,463.83,已取消,田淑华,SPU-耐克-卫衣,2024-03-29 10:17:00,浙江省,宁波市,抖音电商,SUB-40314809-946,SONL-8238536997-491,ONL-8238536997,AD-3525,3,139.34,耐克 卫衣 (黑色/XL),黑色/XL,418.02,463.83,否,已取消,无退款,3,0,耐克
4566,ORD-27474914,ONL-7806955685,天猫旗舰店,USER-76076,2024-05-25 06:27:00,2024-05-23 06:27:00,6152.26,6152.26,已完成,刘丹,SPU-以纯-衬衫,2024-05-22 14:27:00,湖北省,荆州市,天猫,SUB-27474914-141,SONL-7806955685-264,ONL-7806955685,LN-7283,4,784.78,以纯 衬衫 (粉色/L),粉色/L,3139.12,6152.26,否,已完成,待审核,4,0,以纯
4567,ORD-97065926,ONL-1002347122,抖音直播间,USER-31393,2024-08-01 11:37:00,2024-07-31 11:37:00,6913.09,6913.09,待发货,韩莉,SPU-安踏-T恤,2024-07-30 19:37:00,湖北省,荆州市,唯品会,SUB-97065926-819,SONL-1002347122-656,ONL-1002347122,MT-2624,5,1265.4,安踏 T恤 (卡其色/L),卡其色/L,6327.0,6913.09,否,待发货,退款失败,5,0,安踏
4568,ORD-32142031,ONL-8004443732,抖音直播间,USER-24847,2024-06-25 22:21:00,2024-06-24 22:21:00,11023.86,11023.86,待发货,周雪,SPU-李宁-T恤,2024-06-24 22:21:00,山东省,济南市,京东,SUB-32142031-961,SONL-8004443732-150,ONL-8004443732,UN-9930,3,2247.37,李宁 T恤 (白色/M),白色/M,6742.11,11023.86,否,待发货,待审核,3,0,李宁
4569,ORD-96872890,ONL-1863977481,京东自营店,USER-75003,2024-07-31 07:09:00,2024-07-28 07:09:00,2151.76,2151.76,已发货,龚利,SPU-以纯-卫衣,2024-07-27 21:09:00,湖北省,襄阳市,拼多多,SUB-96872890-304,SONL-1863977481-927,ONL-1863977481,LN-2447,1,1805.57,以纯 卫衣 (灰色/L),灰色/L,1805.57,2151.76,否,已发货,退款失败,1,0,以纯
4570,ORD-83722096,ONL-6407843037,天猫旗舰店,USER-28226,2024-06-18 07:14:00,2024-06-16 07:14:00,2672.87,2672.87,已发货,冯阳,SPU-优衣-连衣,2024-06-15 23:14:00,四川省,成都市,京东,SUB-83722096-279,SONL-6407843037-765,ONL-6407843037,AD-8495,2,773.21,优衣库 连衣裙 (灰色/M),灰色/M,1546.42,2672.87,否,已发货,无退款,2,0,优衣库
4571,ORD-74651046,ONL-6192371138,线下直营店,USER-59111,2024-02-28 17:35:00,2024-02-25 17:35:00,3581.38,3581.38,待发货,陈芳,SPU-H&-T恤,2024-02-25 17:35:00,上海市,上海市,唯品会,SUB-74651046-394,SONL-6192371138-684,ONL-6192371138,NK-5371,4,830.33,H&M T恤 (粉色/L),粉色/L,3321.32,3581.38,否,待发货,退款失败,4,0,H&M
4572,ORD-98772865,ONL-1331051385,拼多多专卖店,USER-85101,2024-03-31 11:52:00,2024-03-28 11:52:00,891.91,815.22,退款中,赵晶,SPU-以纯-衬衫,2024-03-27 18:52:00,上海市,上海市,京东,SUB-98772865-708,SONL-1331051385-223,ONL-1331051385,MT-6967,4,196.55,以纯 衬衫 (绿色/XL),绿色/XL,786.2,891.91,否,退款中,退款失败,4,0,以纯
4573,ORD-20964003,ONL-5406111389,抖音直播间,USER-20670,2024-07-22 06:22:00,2024-07-21 06:22:00,5602.52,5602.52,已取消,张强,SPU-森马-运动,2024-07-20 21:22:00,山东省,济南市,京东,SUB-20964003-849,SONL-5406111389-544,ONL-5406111389,YC-9181,3,1694.9,森马 运动裤 (红色/M),红色/M,5084.7,5602.52,否,已取消,无退款,3,0,森马
4574,ORD-22694378,ONL-2124795495,唯品会特卖店,USER-50640,2024-05-16 03:19:00,2024-05-13 03:19:00,5298.45,5298.45,待发货,马畅,SPU-H&-衬衫,2024-05-12 07:19:00,湖北省,襄阳市,线下,SUB-22694378-528,SONL-2124795495-102,ONL-2124795495,ZR-4302,2,1665.13,H&M 衬衫 (灰色/S),灰色/S,3330.26,5298.45,否,待发货,待审核,2,0,H&M
4575,ORD-51128272,ONL-6116950733,唯品会特卖店,USER-80481,2024-09-11 09:58:00,2024-09-09 09:58:00,2164.0,2164.0,已取消,蔡玉梅,SPU-耐克-T恤,2024-09-09 07:58:00,江苏省,苏州市,唯品会,SUB-51128272-678,SONL-6116950733-104,ONL-6116950733,NK-8595,5,378.56,耐克 T恤 (粉色/S),粉色/S,1892.8,2164.0,否,已取消,已退款,5,5,耐克
4576,ORD-24743464,ONL-7759665988,唯品会特卖店,USER-97299,2024-11-25 23:09:00,2024-11-23 23:09:00,7606.66,7606.66,已发货,贾飞,SPU-以纯-牛仔,2024-11-23 15:09:00,河南省,洛阳市,唯品会,SUB-24743464-798,SONL-7759665988-380,ONL-7759665988,SM-3692,3,1419.05,以纯 牛仔裤 (红色/L),红色/L,4257.15,7606.66,否,已发货,已退款,3,3,以纯
4577,ORD-32283559,ONL-8354637725,天猫旗舰店,USER-63853,2024-05-01 17:28:00,2024-04-28 17:28:00,3506.6,3506.6,待发货,冯淑珍,SPU-李宁-卫衣,2024-04-27 18:28:00,上海市,上海市,京东,SUB-32283559-980,SONL-8354637725-616,ONL-8354637725,UN-1273,5,655.05,李宁 卫衣 (白色/M),白色/M,3275.25,3506.6,否,待发货,已退款,5,5,李宁
4578,ORD-11798460,ONL-3126370363,抖音直播间,USER-31758,2024-05-27 22:27:00,2024-05-25 22:27:00,8844.51,8844.51,待发货,杜春梅,SPU-耐克-卫衣,2024-05-25 20:27:00,浙江省,温州市,唯品会,SUB-11798460-653,SONL-3126370363-949,ONL-3126370363,YC-6088,2,2833.87,耐克 卫衣 (黑色/L),黑色/L,5667.74,8844.51,否,待发货,待审核,2,0,耐克
4579,ORD-89431031,ONL-8152727844,抖音直播间,USER-65593,2024-09-09 05:59:00,2024-09-08 05:59:00,3996.39,3996.39,已完成,黄亮,SPU-安踏-牛仔,2024-09-07 21:59:00,山东省,青岛市,抖音电商,SUB-89431031-887,SONL-8152727844-160,ONL-8152727844,MT-8880,5,641.36,安踏 牛仔裤 (白色/XL),白色/XL,3206.8,3996.39,否,已完成,待审核,5,0,安踏
4580,ORD-54296029,ONL-7404162101,天猫旗舰店,USER-67961,2024-05-06 18:18:00,2024-05-03 18:18:00,6950.8,6950.8,待发货,万龙,SPU-阿迪-T恤,2024-05-02 19:18:00,湖北省,襄阳市,拼多多,SUB-54296029-844,SONL-7404162101-876,ONL-7404162101,UN-1972,5,861.33,阿迪达斯 T恤 (卡其色/XXXL),卡其色/XXXL,4306.65,6950.8,否,待发货,待审核,5,0,阿迪达斯
4581,ORD-64757120,ONL-4708248415,拼多多专卖店,USER-95490,2024-06-19 11:40:00,2024-06-16 11:40:00,14450.4,14450.4,已完成,官丽华,SPU-安踏-T恤,2024-06-15 12:40:00,江苏省,常州市,唯品会,SUB-64757120-579,SONL-4708248415-719,ONL-4708248415,ZR-9309,4,1825.66,安踏 T恤 (绿色/M),绿色/M,7302.64,14450.4,否,已完成,无退款,4,0,安踏
4582,ORD-14466332,ONL-4140473097,唯品会特卖店,USER-80945,2024-08-28 08:47:00,2024-08-25 08:47:00,4652.67,2318.97,退款中,谢云,SPU-李宁-运动,2024-08-24 17:47:00,湖南省,衡阳市,抖音电商,SUB-14466332-371,SONL-4140473097-231,ONL-4140473097,NK-3376,2,2084.63,李宁 运动裤 (蓝色/XL),蓝色/XL,4169.26,4652.67,否,退款中,退款失败,2,0,李宁
4583,ORD-26334930,ONL-1470583508,抖音直播间,USER-45395,2024-10-13 15:33:00,2024-10-11 15:33:00,7419.7,7419.7,已发货,刘军,SPU-李宁-毛衣,2024-10-11 11:33:00,河南省,新乡市,唯品会,SUB-26334930-208,SONL-1470583508-481,ONL-1470583508,LN-3018,3,2145.58,李宁 毛衣 (白色/M),白色/M,6436.74,7419.7,是,已发货,待审核,3,0,李宁
4584,ORD-72551054,ONL-6391464557,京东自营店,USER-43512,2024-09-17 09:37:00,2024-09-16 09:37:00,7680.78,7680.78,已发货,王娟,SPU-阿迪-卫衣,2024-09-15 18:37:00,河南省,新乡市,天猫,SUB-72551054-117,SONL-6391464557-699,ONL-6391464557,AN-7975,3,2342.59,阿迪达斯 卫衣 (粉色/XXL),粉色/XXL,7027.77,7680.78,否,已发货,退款失败,3,0,阿迪达斯
4585,ORD-84711975,ONL-4585090124,天猫旗舰店,USER-16160,2024-09-09 11:27:00,2024-09-07 11:27:00,1694.48,1694.48,已取消,张波,SPU-安踏-风衣,2024-09-07 10:27:00,河南省,郑州市,拼多多,SUB-84711975-735,SONL-4585090124-960,ONL-4585090124,ZR-3703,3,453.83,安踏 风衣 (红色/XXXL),红色/XXXL,1361.49,1694.48,否,已取消,无退款,3,0,安踏
4586,ORD-66315110,ONL-5650048433,拼多多专卖店,USER-76257,2024-09-04 05:49:00,2024-09-02 05:49:00,12450.56,8251.41,已取消,江丽丽,SPU-耐克-卫衣,2024-09-01 10:49:00,河南省,郑州市,抖音电商,SUB-66315110-873,SONL-5650048433-698,ONL-5650048433,HM-6442,5,2340.61,耐克 卫衣 (黑色/均码),黑色/均码,11703.05,12450.56,否,已取消,已退款,5,5,耐克
4587,ORD-43437897,ONL-7094333770,拼多多专卖店,USER-51317,2024-05-04 02:16:00,2024-05-01 02:16:00,4826.05,4826.05,已取消,陈萍,SPU-以纯-卫衣,2024-04-30 20:16:00,河南省,郑州市,京东,SUB-43437897-465,SONL-7094333770-348,ONL-7094333770,ZR-6813,4,996.89,以纯 卫衣 (粉色/S),粉色/S,3987.56,4826.05,否,已取消,无退款,4,0,以纯
4588,ORD-50971804,ONL-1060057627,唯品会特卖店,USER-79119,2024-01-17 01:07:00,2024-01-14 01:07:00,950.84,950.84,已取消,刘淑珍,SPU-优衣-卫衣,2024-01-13 08:07:00,湖北省,宜昌市,天猫,SUB-50971804-937,SONL-1060057627-568,ONL-1060057627,LN-9736,4,212.67,优衣库 卫衣 (灰色/XXL),灰色/XXL,850.68,950.84,否,已取消,已退款,4,4,优衣库
4589,ORD-72030997,ONL-6646316057,天猫旗舰店,USER-27493,2024-03-31 21:00:00,2024-03-28 21:00:00,893.15,407.68,已取消,张桂兰,SPU-以纯-休闲,2024-03-28 13:00:00,河南省,洛阳市,抖音电商,SUB-72030997-132,SONL-6646316057-704,ONL-6646316057,AN-1192,5,156.32,以纯 休闲裤 (白色/XXL),白色/XXL,781.6,893.15,否,已取消,已退款,5,5,以纯
4590,ORD-89724551,ONL-8961753445,抖音直播间,USER-95750,2024-12-25 18:31:00,2024-12-22 18:31:00,4564.44,2178.61,退款中,杜桂荣,SPU-森马-毛衣,2024-12-21 18:31:00,广东省,佛山市,京东,SUB-89724551-567,SONL-8961753445-808,ONL-8961753445,NK-5637,4,999.92,森马 毛衣 (黄色/XXXL),黄色/XXXL,3999.68,4564.44,否,退款中,退款失败,4,0,森马
4591,ORD-77111326,ONL-5760509000,拼多多专卖店,USER-79546,2024-08-07 08:07:00,2024-08-04 08:07:00,4051.16,3076.51,退款中,吴淑华,SPU-李宁-T恤,2024-08-04 08:07:00,河南省,洛阳市,天猫,SUB-77111326-218,SONL-5760509000-536,ONL-5760509000,NK-2505,5,713.7,李宁 T恤 (粉色/均码),粉色/均码,3568.5,4051.16,否,退款中,退款失败,5,0,李宁
4592,ORD-17760729,ONL-5846719171,线下直营店,USER-66811,2024-03-13 08:55:00,2024-03-11 08:55:00,490.1,490.1,已发货,倪海燕,SPU-以纯-衬衫,2024-03-10 18:55:00,山东省,潍坊市,拼多多,SUB-17760729-430,SONL-5846719171-671,ONL-5846719171,HM-4389,3,132.21,以纯 衬衫 (粉色/XL),粉色/XL,396.63,490.1,否,已发货,退款失败,3,0,以纯
4593,ORD-34856531,ONL-2569007086,唯品会特卖店,USER-83361,2024-10-03 00:02:00,2024-09-30 00:02:00,1475.42,1475.42,已发货,程俊,SPU-阿迪-风衣,2024-09-29 19:02:00,四川省,成都市,拼多多,SUB-34856531-273,SONL-2569007086-171,ONL-2569007086,MT-7219,4,341.24,阿迪达斯 风衣 (黑色/XXXL),黑色/XXXL,1364.96,1475.42,否,已发货,已退款,4,4,阿迪达斯
4594,ORD-84911185,ONL-2294449738,拼多多专卖店,USER-71284,2024-11-29 16:32:00,2024-11-26 16:32:00,25918.71,25918.71,已发货,段秀芳,SPU-阿迪-卫衣,2024-11-25 19:32:00,江苏省,苏州市,抖音电商,SUB-84911185-449,SONL-2294449738-323,ONL-2294449738,NK-3725,5,2796.51,阿迪达斯 卫衣 (灰色/XXXL),灰色/XXXL,13982.55,25918.71,否,已发货,待审核,5,0,阿迪达斯
4595,ORD-10132002,ONL-8803197668,拼多多专卖店,USER-92243,2024-03-12 10:46:00,2024-03-11 10:46:00,175.67,175.67,已发货,韩楠,SPU-耐克-衬衫,2024-03-10 13:46:00,湖北省,武汉市,唯品会,SUB-10132002-321,SONL-8803197668-107,ONL-8803197668,SM-2133,1,164.41,耐克 衬衫 (黑色/均码),黑色/均码,164.41,175.67,否,已发货,待审核,1,0,耐克
4596,ORD-66298563,ONL-7531397586,线下直营店,USER-75773,2024-10-11 07:11:00,2024-10-09 07:11:00,5268.17,5268.17,待发货,喻桂兰,SPU-优衣-T恤,2024-10-08 09:11:00,广东省,广州市,天猫,SUB-66298563-521,SONL-7531397586-248,ONL-7531397586,ZR-6277,3,1478.3,优衣库 T恤 (粉色/M),粉色/M,4434.9,5268.17,否,待发货,待审核,3,0,优衣库
4597,ORD-67109179,ONL-3832299576,拼多多专卖店,USER-68517,2024-09-25 03:24:00,2024-09-22 03:24:00,338.13,338.13,已发货,庄建军,SPU-森马-衬衫,2024-09-21 18:24:00,山东省,济南市,京东,SUB-67109179-835,SONL-3832299576-987,ONL-3832299576,AD-5460,1,299.34,森马 衬衫 (蓝色/M),蓝色/M,299.34,338.13,否,已发货,退款失败,1,0,森马
4598,ORD-86794990,ONL-4926265043,拼多多专卖店,USER-15941,2024-12-21 09:08:00,2024-12-18 09:08:00,9280.57,7827.12,已取消,周红霞,SPU-耐克-卫衣,2024-12-17 10:08:00,湖南省,衡阳市,线下,SUB-86794990-143,SONL-4926265043-786,ONL-4926265043,ZR-3236,4,2045.86,耐克 卫衣 (蓝色/M),蓝色/M,8183.44,9280.57,否,已取消,退款失败,4,0,耐克
4599,ORD-58596173,ONL-9258725157,唯品会特卖店,USER-82631,2024-07-31 02:50:00,2024-07-29 02:50:00,6621.63,6621.63,已取消,欧雷,SPU-ZA-连衣,2024-07-28 16:50:00,江苏省,常州市,京东,SUB-58596173-872,SONL-9258725157-260,ONL-9258725157,HM-1915,5,1161.73,ZARA 连衣裙 (黑色/均码),黑色/均码,5808.65,6621.63,否,已取消,已退款,5,5,ZARA
4600,ORD-18455324,ONL-5743641616,抖音直播间,USER-94219,2024-09-07 19:36:00,2024-09-06 19:36:00,1590.92,1590.92,已发货,廖阳,SPU-优衣-卫衣,2024-09-06 00:36:00,广东省,广州市,线下,SUB-18455324-856,SONL-5743641616-231,ONL-5743641616,YC-4677,3,413.67,优衣库 卫衣 (绿色/S),绿色/S,1241.01,1590.92,否,已发货,待审核,3,0,优衣库
4601,ORD-33525671,ONL-8098492217,唯品会特卖店,USER-44591,2024-12-16 07:02:00,2024-12-14 07:02:00,5950.51,5950.51,已发货,刘辉,SPU-耐克-卫衣,2024-12-13 10:02:00,上海市,上海市,线下,SUB-33525671-303,SONL-8098492217-521,ONL-8098492217,UN-7861,5,1016.48,耐克 卫衣 (粉色/M),粉色/M,5082.4,5950.51,否,已发货,已退款,5,5,耐克
4602,ORD-15679141,ONL-2716833350,抖音直播间,USER-33232,2024-08-06 00:57:00,2024-08-05 00:57:00,3481.68,3481.68,已发货,徐桂兰,SPU-森马-T恤,2024-08-04 08:57:00,北京市,北京市,拼多多,SUB-15679141-137,SONL-2716833350-796,ONL-2716833350,SM-3444,2,1584.25,森马 T恤 (红色/M),红色/M,3168.5,3481.68,否,已发货,已退款,2,2,森马
4603,ORD-56614298,ONL-3499440960,京东自营店,USER-69524,2024-07-09 12:28:00,2024-07-06 12:28:00,847.22,847.22,已完成,张秀华,SPU-ZA-卫衣,2024-07-05 22:28:00,广东省,东莞市,唯品会,SUB-56614298-363,SONL-3499440960-169,ONL-3499440960,SM-1070,1,752.47,ZARA 卫衣 (卡其色/均码),卡其色/均码,752.47,847.22,否,已完成,已退款,1,1,ZARA
